


  RMIN =  .750  MAXV   = 10  BE =   12.6450
  RMAX = 3.500  KDMAXV = 10  RE =    1.1977
  DELR =  .005  NEIG   =  0  DE =20000.0000
  ZMU  =  .930


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM   1.250 TO   2.545 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
                                 0   6    .3264353E-03             .8154120E+00
                                 0   7    .1959470E-03             .8020893E+00
                                 0   8    .1221533E-03             .7933001E+00
                                 0   9    .7849922E-04             .7871405E+00
                                 0  10    .5130633E-04             .7806426E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .7950073E-01             .9007177E+00
                                 1   1    .7301335E+00             .1176593E+01
                                 1   2    .5329854E-01             .1873632E+01
                                 1   3    .1172008E+00             .1293195E+01
                                 1   4    .9687749E-03            -.1106724E+01
                                 1   5    .8699398E-02             .1027710E+01
                                 1   6    .3409328E-02             .7787252E+00
                                 1   7    .2211213E-02             .8098937E+00
                                 1   8    .1418452E-02             .8016906E+00
                                 1   9    .9225228E-03             .7913423E+00
                                 1  10    .6110833E-03             .7833238E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .1939492E-01             .1045730E+01
                                 2   1    .4528844E-01             .1349549E+01
                                 2   2    .1031371E+00             .1003365E+01
                                 2   3    .4823686E+00             .1247711E+01
                                 2   4    .7587573E-01             .2082369E+01
                                 2   5    .2123286E+00             .1379030E+01
                                 2   6    .2887595E-02            -.1045935E+01
                                 2   7    .1985530E-01             .9975332E+00
                                 2   8    .1103128E-01             .8153041E+00
                                 2   9    .7418684E-02             .8001242E+00
                                 2  10    .5176848E-02             .7976580E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .1963829E-02             .6893117E+00
                                 3   1    .5437992E-01             .1083840E+01
                                 3   2    .5253602E-01             .1381590E+01
                                 3   3    .1310107E+00             .1108260E+01
                                 3   4    .3500492E+00             .1290021E+01
                                 3   5    .1083934E+00             .2047608E+01
                                 3   6    .2373224E+00             .1461215E+01
                                 3   7    .1550250E-02            -.2262290E+01
                                 3   8    .1837144E-01             .9936603E+00
                                 3   9    .1171083E-01             .8391771E+00
                                 3  10    .7900503E-02             .7992103E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .7748757E-04             .2354196E+01
                                 4   1    .9619266E-02             .8220194E+00
                                 4   2    .9118469E-01             .1136142E+01
                                 4   3    .3391870E-01             .1464953E+01
                                 4   4    .1694215E+00             .1199676E+01
                                 4   5    .2363064E+00             .1325812E+01
                                 4   6    .1417594E+00             .2035356E+01
                                 4   7    .2571368E+00             .1550221E+01
                                 4   8    .6231809E-03            -.4749108E+01
                                 4   9    .1451283E-01             .9633417E+00
                                 4  10    .1109553E-01             .8724523E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .2877856E-03             .1056609E+01
                                 5   1    .8366863E-03             .1467038E+01
                                 5   2    .1916686E-02             .3941849E+00
                                 5   3    .5523840E-01             .1035273E+01
                                 5   4    .1012718E+00             .1252264E+01
                                 5   5    .3887455E-04            -.5196024E+01
                                 5   6    .2182706E+00             .1319256E+01
                                 5   7    .9249955E-01             .1377178E+01
                                 5   8    .2002331E+00             .2075032E+01
                                 5   9    .2803019E+00             .1729111E+01
                                 5  10    .7651435E-03            -.4282925E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .1024294E-03             .9076850E+00
                                 6   1    .9688011E-03             .1172985E+01
                                 6   2    .3541470E-03             .2191050E+01
                                 6   3    .1038619E-01             .7798131E+00
                                 6   4    .8008391E-01             .1111452E+01
                                 6   5    .7057524E-01             .1319742E+01
                                 6   6    .1125672E-01             .9676978E+00
                                 6   7    .2139353E+00             .1357228E+01
                                 6   8    .5798200E-01             .1412774E+01
                                 6   9    .2328027E+00             .2110744E+01
                                 6  10    .2759254E+00             .1820462E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .2378624E-04             .7192133E+00
                                 7   1    .5319373E-03             .1024767E+01
                                 7   2    .1390639E-02             .1348717E+01
                                 7   3    .1797282E-03            -.1063365E+01
                                 7   4    .2731415E-01             .9452324E+00
                                 7   5    .8978854E-01             .1177750E+01
                                 7   6    .3521081E-01             .1411533E+01
                                 7   7    .3547121E-01             .1165086E+01
                                 7   8    .1945226E+00             .1384516E+01
                                 7   9    .4104665E-01             .1489679E+01
                                 7  10    .2752235E+00             .2152170E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .2996971E-05             .3047475E+00
                                 8   1    .2055130E-03             .8956673E+00
                                 8   2    .1225150E-02             .1151548E+01
                                 8   3    .7488936E-03             .1772315E+01
                                 8   4    .3972219E-02             .5911250E+00
                                 8   5    .4739361E-01             .1047778E+01
                                 8   6    .8007383E-01             .1240260E+01
                                 8   7    .1002899E-01             .1598713E+01
                                 8   8    .6089344E-01             .1244011E+01
                                 8   9    .1672399E+00             .1400146E+01
                                 8  10    .3819088E-01             .1640001E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .3072262E-06             .2047526E+01
                                 9   1    .1311968E-04             .4933154E+00
                                 9   2    .3059115E-03             .9161022E+00
                                 9   3    .1246174E-02             .1161318E+01
                                 9   4    .7492529E-03             .1719447E+01
                                 9   5    .1894875E-02             .4229102E+00
                                 9   6    .2792368E-01             .9964080E+00
                                 9   7    .6284409E-01             .1189962E+01
                                 9   8    .3241224E-01             .1385351E+01
                                 9   9    .2721936E-02             .7049075E+00
                                 9  10    .8834678E-01             .1329288E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .5465936E-06             .1474621E+01
                                10   1    .1472274E-05            -.1865499E+00
                                10   2    .1130852E-03             .7962649E+00
                                10   3    .7598836E-03             .1051308E+01
                                10   4    .1238838E-02             .1350873E+01
                                10   5    .1213507E-05             .2253720E+02
                                10   6    .8206169E-02             .8074342E+00
                                10   7    .3920657E-01             .1084838E+01
                                10   8    .5222337E-01             .1251987E+01
                                10   9    .1317178E-01             .1509599E+01
                                10  10    .1065587E-01             .1036075E+01
1R-CENTROID TABLE 

   1.159 1.573 1.31054.880 1.092  .734  .815  .802  .793  .787  .781
    .901 1.177 1.874 1.293-1.107 1.028  .779  .810  .802  .791  .783
   1.046 1.350 1.003 1.248 2.082 1.379-1.046  .998  .815  .800  .798
    .689 1.084 1.382 1.108 1.290 2.048 1.461-2.262  .994  .839  .799
   2.354  .822 1.136 1.465 1.200 1.326 2.035 1.550-4.749  .963  .872
   1.057 1.467  .394 1.035 1.252-5.196 1.319 1.377 2.075 1.729-4.283
    .908 1.173 2.191  .780 1.111 1.320  .968 1.357 1.413 2.111 1.820
    .719 1.025 1.349-1.063  .945 1.178 1.412 1.165 1.385 1.490 2.152
    .305  .896 1.152 1.772  .591 1.048 1.240 1.599 1.244 1.400 1.640
   2.048  .493  .916 1.161 1.719  .423  .996 1.190 1.385  .705 1.329
   1.475 -.187  .796 1.051 1.35122.537  .807 1.085 1.252 1.510 1.036
1 FRANCK CONDON FACTOR TABLE  

    8.81E-01 6.60E-02 4.97E-02 4.89E-07 1.97E-03 5.10E-04 3.26E-04 1.96E-04 1.22E-04 7.85E-05 5.13E-05
    7.95E-02 7.30E-01 5.33E-02 1.17E-01 9.69E-04 8.70E-03 3.41E-03 2.21E-03 1.42E-03 9.23E-04 6.11E-04
    1.94E-02 4.53E-02 1.03E-01 4.82E-01 7.59E-02 2.12E-01 2.89E-03 1.99E-02 1.10E-02 7.42E-03 5.18E-03
    1.96E-03 5.44E-02 5.25E-02 1.31E-01 3.50E-01 1.08E-01 2.37E-01 1.55E-03 1.84E-02 1.17E-02 7.90E-03
    7.75E-05 9.62E-03 9.12E-02 3.39E-02 1.69E-01 2.36E-01 1.42E-01 2.57E-01 6.23E-04 1.45E-02 1.11E-02
    2.88E-04 8.37E-04 1.92E-03 5.52E-02 1.01E-01 3.89E-05 2.18E-01 9.25E-02 2.00E-01 2.80E-01 7.65E-04
    1.02E-04 9.69E-04 3.54E-04 1.04E-02 8.01E-02 7.06E-02 1.13E-02 2.14E-01 5.80E-02 2.33E-01 2.76E-01
    2.38E-05 5.32E-04 1.39E-03 1.80E-04 2.73E-02 8.98E-02 3.52E-02 3.55E-02 1.95E-01 4.10E-02 2.75E-01
    3.00E-06 2.06E-04 1.23E-03 7.49E-04 3.97E-03 4.74E-02 8.01E-02 1.00E-02 6.09E-02 1.67E-01 3.82E-02
    3.07E-07 1.31E-05 3.06E-04 1.25E-03 7.49E-04 1.89E-03 2.79E-02 6.28E-02 3.24E-02 2.72E-03 8.83E-02
    5.47E-07 1.47E-06 1.13E-04 7.60E-04 1.24E-03 1.21E-06 8.21E-03 3.92E-02 5.22E-02 1.32E-02 1.07E-02
1
 V'=   0 SUM OF FCF'S FOR V''=0, 10 IS  9.9987220E-01
 V'=   1 SUM OF FCF'S FOR V''=0, 10 IS  9.9837430E-01
 V'=   2 SUM OF FCF'S FOR V''=0, 10 IS  9.8476310E-01
 V'=   3 SUM OF FCF'S FOR V''=0, 10 IS  9.7518860E-01
 V'=   4 SUM OF FCF'S FOR V''=0, 10 IS  9.6565570E-01
 V'=   5 SUM OF FCF'S FOR V''=0, 10 IS  9.5166060E-01
 V'=   6 SUM OF FCF'S FOR V''=0, 10 IS  9.5437290E-01
 V'=   7 SUM OF FCF'S FOR V''=0, 10 IS  7.0070360E-01
 V'=   8 SUM OF FCF'S FOR V''=0, 10 IS  4.0997540E-01
 V'=   9 SUM OF FCF'S FOR V''=0, 10 IS  2.1845840E-01
 V'=  10 SUM OF FCF'S FOR V''=0, 10 IS  1.2557880E-01
 V""=  0 SUM OF FCF"S FOR V"=0, 10 IS  9.8232970E-01
 V""=  1 SUM OF FCF"S FOR V"=0, 10 IS  9.0795100E-01
 V""=  2 SUM OF FCF"S FOR V"=0, 10 IS  3.5513460E-01
 V""=  3 SUM OF FCF"S FOR V"=0, 10 IS  8.3305840E-01
 V""=  4 SUM OF FCF"S FOR V"=0, 10 IS  8.1291300E-01
 V""=  5 SUM OF FCF"S FOR V"=0, 10 IS  7.7593010E-01
 V""=  6 SUM OF FCF"S FOR V"=0, 10 IS  7.6664690E-01
 V""=  7 SUM OF FCF"S FOR V"=0, 10 IS  7.3493530E-01
 V""=  8 SUM OF FCF"S FOR V"=0, 10 IS  6.2983330E-01
 V""=  9 SUM OF FCF"S FOR V"=0, 10 IS  7.7192840E-01
 V""= 10 SUM OF FCF"S FOR V"=0, 10 IS  7.1394290E-01
