


  RMIN =  .750  MAXV   = 10  BE =   14.9340
  RMAX = 3.500  KDMAXV = 10  RE =    1.1021
  DELR =  .005  NEIG   =  0  DE =25000.0000
  ZMU  =  .930


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM    .780 TO   2.375 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
                                 0   5    .1377921E-06            -.9209668E+00
                                 0   6    .9261962E-07             .9168597E-01
                                 0   7    .1024272E-06             .5964895E+00
                                 0   8    .1014308E-06             .7520205E+00
                                 0   9    .8804260E-07             .7960899E+00
                                 0  10    .7015605E-07             .8042309E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .9047176E-02             .1986255E+01
                                 1   1    .9793454E+00             .1174419E+01
                                 1   2    .9516531E-02            -.3748963E-02
                                 1   3    .1960850E-02             .5553423E+00
                                 1   4    .1122047E-03             .9934326E-02
                                 1   5    .1046547E-04            -.2703850E+00
                                 1   6    .1905403E-05            -.2456553E+00
                                 1   7    .9628138E-06             .2104560E+00
                                 1   8    .7944535E-06             .5484462E+00
                                 1   9    .6985576E-06             .6988011E+00
                                 1  10    .5866910E-06             .7576366E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .2907065E-03             .1188263E+01
                                 2   1    .1066297E-01             .2280492E+01
                                 2   2    .9793513E+00             .1220166E+01
                                 2   3    .5544982E-02            -.7484577E+00
                                 2   4    .3801506E-02             .6921370E+00
                                 2   5    .2733541E-03             .9040613E-01
                                 2   6    .4213913E-04             .1132482E-01
                                 2   7    .1013317E-04             .3646837E-01
                                 2   8    .4760729E-05             .2869744E+00
                                 2   9    .3331060E-05             .5173781E+00
                                 2  10    .2646325E-05             .6503942E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .1844573E-06             .5650501E+01
                                 3   1    .1362262E-02             .1359376E+01
                                 3   2    .6702719E-02             .2905956E+01
                                 3   3    .9839121E+00             .1268761E+01
                                 3   4    .8466439E-03            -.4832756E+01
                                 3   5    .6484550E-02             .8619626E+00
                                 3   6    .4805925E-03             .9730230E-01
                                 3   7    .1130332E-03             .1895119E+00
                                 3   8    .3283349E-04             .1899712E+00
                                 3   9    .1538632E-04             .3402222E+00
                                 3  10    .9812454E-05             .4980663E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .8516002E-06             .1571609E+01
                                 4   1    .1026675E-04             .1594190E-02
                                 4   2    .3569533E-02             .1514578E+01
                                 4   3    .1147842E-02             .5862732E+01
                                 4   4    .9820489E+00             .1319991E+01
                                 4   5    .1378899E-02             .6950280E+01
                                 4   6    .1074475E-01             .1064269E+01
                                 4   7    .6381539E-03            -.1629013E-01
                                 4   8    .2333910E-03             .3261107E+00
                                 4   9    .7679984E-04             .2830395E+00
                                 4  10    .3686547E-04             .3783258E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .3801551E-07             .1124823E+01
                                 5   1    .1404648E-05             .2490382E+01
                                 5   2    .1572048E-03             .8343305E+00
                                 5   3    .6512369E-02             .1686614E+01
                                 5   4    .1747696E-02            -.2682635E+01
                                 5   5    .9567029E+00             .1373295E+01
                                 5   6    .1523745E-01             .3329576E+01
                                 5   7    .1822727E-01             .1287969E+01
                                 5   8    .5891084E-03            -.4323355E+00
                                 5   9    .4035277E-03             .4626299E+00
                                 5  10    .1403526E-03             .3389836E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .1823193E-07             .1257175E+01
                                 6   1    .2613055E-06             .1907753E+01
                                 6   2    .2588081E-06            -.5950604E+01
                                 6   3    .8339636E-03             .1146592E+01
                                 6   4    .8358159E-02             .1925755E+01
                                 6   5    .2132037E-01             .1953352E+00
                                 6   6    .8839183E+00             .1427430E+01
                                 6   7    .5163031E-01             .2634680E+01
                                 6   8    .3241524E-01             .1512974E+01
                                 6   9    .2371205E-03            -.2325670E+01
                                 6  10    .6310471E-03             .6485363E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .4952739E-07             .1044891E+01
                                 7   1    .2980629E-07             .5951169E+00
                                 7   2    .3455640E-06             .3806277E+01
                                 7   3    .4262683E-04             .3070372E+00
                                 7   4    .2612765E-02             .1372212E+01
                                 7   5    .6301991E-02             .2403764E+01
                                 7   6    .7557506E-01             .8188121E+00
                                 7   7    .7374869E+00             .1479514E+01
                                 7   8    .1158725E+00             .2379842E+01
                                 7   9    .6018885E-01             .1718217E+01
                                 7  10    .5008752E-04             .1270671E+02
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .4869112E-07             .9446211E+00
                                 8   1    .2055740E-06             .9788591E+00
                                 8   2    .3653789E-08            -.9040470E+01
                                 8   3    .7537637E-06            -.3096399E+01
                                 8   4    .3828414E-03             .9168137E+00
                                 8   5    .5305217E-02             .1604507E+01
                                 8   6    .8436297E-03             .5217391E+01
                                 8   7    .1709049E+00             .1118218E+01
                                 8   8    .5069193E+00             .1521722E+01
                                 8   9    .1971434E+00             .2280791E+01
                                 8  10    .1131209E+00             .1892153E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .3721211E-07             .8821551E+00
                                 9   1    .2604059E-06             .9530523E+00
                                 9   2    .3022445E-06             .5935355E+00
                                 9   3    .3694867E-07            -.9159017E+01
                                 9   4    .4286761E-04             .2633056E+00
                                 9   5    .1621202E-02             .1247148E+01
                                 9   6    .6224845E-02             .1951650E+01
                                 9   7    .5187326E-02            -.3682374E+00
                                 9   8    .2774100E+00             .1308920E+01
                                 9   9    .2335560E+00             .1525207E+01
                                 9  10    .2531091E+00             .2264005E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .2608322E-07             .8419451E+00
                                10   1    .2278522E-06             .9139040E+00
                                10   2    .5520433E-06             .8528482E+00
                                10   3    .2210982E-06            -.1147238E+01
                                10   4    .5180422E-05            -.7168066E+00
                                10   5    .3941220E-03             .9233462E+00
                                10   6    .3858407E-02             .1544812E+01
                                10   7    .2042824E-02             .3131177E+01
                                10   8    .4767593E-01             .8941359E+00
                                10   9    .3108504E+00             .1444706E+01
                                10  10    .3475428E-01             .1267018E+01
1R-CENTROID TABLE 

   1.132  .283  .445 -.139 -.819 -.921  .092  .596  .752  .796  .804
   1.986 1.174 -.004  .555  .010 -.270 -.246  .210  .548  .699  .758
   1.188 2.280 1.220 -.748  .692  .090  .011  .036  .287  .517  .650
   5.651 1.359 2.906 1.269-4.833  .862  .097  .190  .190  .340  .498
   1.572  .002 1.515 5.863 1.320 6.950 1.064 -.016  .326  .283  .378
   1.125 2.490  .834 1.687-2.683 1.373 3.330 1.288 -.432  .463  .339
   1.257 1.908-5.951 1.147 1.926  .195 1.427 2.635 1.513-2.326  .649
   1.045  .595 3.806  .307 1.372 2.404  .819 1.480 2.380 1.71812.707
    .945  .979-9.040-3.096  .917 1.605 5.217 1.118 1.522 2.281 1.892
    .882  .953  .594-9.159  .263 1.247 1.952 -.368 1.309 1.525 2.264
    .842  .914  .853-1.147 -.717  .923 1.545 3.131  .894 1.445 1.267
1 FRANCK CONDON FACTOR TABLE  

    9.91E-01 8.62E-03 6.95E-04 2.62E-05 1.20E-06 1.38E-07 9.26E-08 1.02E-07 1.01E-07 8.80E-08 7.02E-08
    9.05E-03 9.79E-01 9.52E-03 1.96E-03 1.12E-04 1.05E-05 1.91E-06 9.63E-07 7.94E-07 6.99E-07 5.87E-07
    2.91E-04 1.07E-02 9.79E-01 5.54E-03 3.80E-03 2.73E-04 4.21E-05 1.01E-05 4.76E-06 3.33E-06 2.65E-06
    1.84E-07 1.36E-03 6.70E-03 9.84E-01 8.47E-04 6.48E-03 4.81E-04 1.13E-04 3.28E-05 1.54E-05 9.81E-06
    8.52E-07 1.03E-05 3.57E-03 1.15E-03 9.82E-01 1.38E-03 1.07E-02 6.38E-04 2.33E-04 7.68E-05 3.69E-05
    3.80E-08 1.40E-06 1.57E-04 6.51E-03 1.75E-03 9.57E-01 1.52E-02 1.82E-02 5.89E-04 4.04E-04 1.40E-04
    1.82E-08 2.61E-07 2.59E-07 8.34E-04 8.36E-03 2.13E-02 8.84E-01 5.16E-02 3.24E-02 2.37E-04 6.31E-04
    4.95E-08 2.98E-08 3.46E-07 4.26E-05 2.61E-03 6.30E-03 7.56E-02 7.37E-01 1.16E-01 6.02E-02 5.01E-05
    4.87E-08 2.06E-07 3.65E-09 7.54E-07 3.83E-04 5.31E-03 8.44E-04 1.71E-01 5.07E-01 1.97E-01 1.13E-01
    3.72E-08 2.60E-07 3.02E-07 3.69E-08 4.29E-05 1.62E-03 6.22E-03 5.19E-03 2.77E-01 2.34E-01 2.53E-01
    2.61E-08 2.28E-07 5.52E-07 2.21E-07 5.18E-06 3.94E-04 3.86E-03 2.04E-03 4.77E-02 3.11E-01 3.48E-02
1
 V'=   0 SUM OF FCF'S FOR V''=0, 10 IS  9.9999950E-01
 V'=   1 SUM OF FCF'S FOR V''=0, 10 IS  9.9999760E-01
 V'=   2 SUM OF FCF'S FOR V''=0, 10 IS  9.9998780E-01
 V'=   3 SUM OF FCF'S FOR V''=0, 10 IS  9.9996010E-01
 V'=   4 SUM OF FCF'S FOR V''=0, 10 IS  9.9988620E-01
 V'=   5 SUM OF FCF'S FOR V''=0, 10 IS  9.9971940E-01
 V'=   6 SUM OF FCF'S FOR V''=0, 10 IS  9.9934500E-01
 V'=   7 SUM OF FCF'S FOR V''=0, 10 IS  9.9813120E-01
 V'=   8 SUM OF FCF'S FOR V''=0, 10 IS  9.9462110E-01
 V'=   9 SUM OF FCF'S FOR V''=0, 10 IS  7.7715190E-01
 V'=  10 SUM OF FCF'S FOR V''=0, 10 IS  3.9958210E-01
 V""=  0 SUM OF FCF"S FOR V"=0, 10 IS  9.9999970E-01
 V""=  1 SUM OF FCF"S FOR V"=0, 10 IS  9.9999890E-01
 V""=  2 SUM OF FCF"S FOR V"=0, 10 IS  9.9999390E-01
 V""=  3 SUM OF FCF"S FOR V"=0, 10 IS  9.9998200E-01
 V""=  4 SUM OF FCF"S FOR V"=0, 10 IS  9.9995990E-01
 V""=  5 SUM OF FCF"S FOR V"=0, 10 IS  9.9979320E-01
 V""=  6 SUM OF FCF"S FOR V"=0, 10 IS  9.9692710E-01
 V""=  7 SUM OF FCF"S FOR V"=0, 10 IS  9.8624190E-01
 V""=  8 SUM OF FCF"S FOR V"=0, 10 IS  9.8115390E-01
 V""=  9 SUM OF FCF"S FOR V"=0, 10 IS  8.0247550E-01
 V""= 10 SUM OF FCF"S FOR V"=0, 10 IS  4.0185570E-01
