


  RMIN =  .750  MAXV   = 12  BE =   17.3580
  RMAX = 3.500  KDMAXV = 12  RE =    1.0123
  DELR =  .005  NEIG   =  0  DE =35000.0000
  ZMU  =  .948


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM    .880 TO   2.120 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
    9  12.0876        12.2394      -.1518          28070.4400    28050.6900     19.7480       .7023      1.7620
   10  11.2739        11.5063      -.2324          30141.9100    30110.8700     31.0430       .6947      1.8466
   11  10.4117        10.7557      -.3440          32025.6000    31980.8200     44.7813       .6876      1.9387
   12   9.5125         9.9849      -.4724          33710.7000    33649.9100     60.7891       .6805      2.0421
  NOISE FACTOR HAS MAXIMUM VALUE OF    .57E-09
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 0   0    .8638228E+00             .9628633E+00
                                 0   1    .8712862E-01             .7365260E+00
                                 0   2    .3144656E-01             .7708117E+00
                                 0   3    .1034635E-01             .7231331E+00
                                 0   4    .4005846E-02             .7035426E+00
                                 0   5    .1686426E-02             .6849056E+00
                                 0   6    .7634821E-03             .6696653E+00
                                 0   7    .3674435E-03             .6568176E+00
                                 0   8    .1864042E-03             .6458063E+00
                                 0   9    .9904936E-04             .6363002E+00
                                 0  10    .5490727E-04             .6280632E+00
                                 0  11    .3158235E-04             .6209277E+00
                                 0  12    .1883083E-04             .6147478E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .1320142E+00             .1152836E+01
                                 1   1    .6831250E+00             .1011846E+01
                                 1   2    .8655815E-01             .6772719E+00
                                 1   3    .5471105E-01             .7874814E+00
                                 1   4    .2221937E-01             .7219884E+00
                                 1   5    .1042260E-01             .7065763E+00
                                 1   6    .5068051E-02             .6880223E+00
                                 1   7    .2576198E-02             .6730141E+00
                                 1   8    .1363782E-02             .6604641E+00
                                 1   9    .7490713E-03             .6497394E+00
                                 1  10    .4259812E-03             .6404569E+00
                                 1  11    .2498360E-03             .6323872E+00
                                 1  12    .1511948E-03             .6254372E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .3644086E-02             .5660995E+00
                                 2   1    .2115113E+00             .1188904E+01
                                 2   2    .5983241E+00             .1071615E+01
                                 2   3    .5548360E-01             .5382120E+00
                                 2   4    .6503444E-01             .8173482E+00
                                 2   5    .2923558E-01             .7165258E+00
                                 2   6    .1592783E-01             .7094638E+00
                                 2   7    .8648706E-02             .6909896E+00
                                 2   8    .4807227E-02             .6760970E+00
                                 2   9    .2740764E-02             .6637270E+00
                                 2  10    .1604516E-02             .6532625E+00
                                 2  11    .9628182E-03             .6444540E+00
                                 2  12    .5931002E-03             .6369825E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .2844452E-03             .1675501E+01
                                 3   1    .1694401E-01             .7475492E+00
                                 3   2    .2344838E+00             .1234301E+01
                                 3   3    .5794961E+00             .1136257E+01
                                 3   4    .2249376E-01             .1388157E+00
                                 3   5    .6799825E-01             .8689685E+00
                                 3   6    .3022904E-01             .7030354E+00
                                 3   7    .1861239E-01             .7118875E+00
                                 3   8    .1099434E-01             .6937034E+00
                                 3   9    .6548219E-02             .6790146E+00
                                 3  10    .3963571E-02             .6673220E+00
                                 3  11    .2436265E-02             .6570825E+00
                                 3  12    .1527436E-02             .6482682E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .1982413E-03             .1060189E+01
                                 4   1    .2215925E-03             .2643491E+01
                                 4   2    .4676116E-01             .8853619E+00
                                 4   3    .1998583E+00             .1293966E+01
                                 4   4    .6001889E+00             .1198683E+01
                                 4   5    .2535721E-02            -.2196376E+01
                                 4   6    .6969402E-01             .9489480E+00
                                 4   7    .2711999E-01             .6762689E+00
                                 4   8    .1857963E-01             .7134404E+00
                                 4   9    .1172852E-01             .6973137E+00
                                 4  10    .7336995E-02             .6808658E+00
                                 4  11    .4644644E-02             .6698757E+00
                                 4  12    .2982749E-02             .6611615E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .3313644E-04             .7581571E+00
                                 5   1    .7634486E-03             .1217395E+01
                                 5   2    .1585368E-03            -.1921222E+01
                                 5   3    .9234741E-01             .9945453E+00
                                 5   4    .1242556E+00             .1381479E+01
                                 5   5    .6290315E+00             .1254623E+01
                                 5   6    .2994244E-02             .4750121E+01
                                 5   7    .7392103E-01             .1055514E+01
                                 5   8    .2248643E-01             .6330910E+00
                                 5   9    .1669980E-01             .7075582E+00
                                 5  10    .1132973E-01             .7042836E+00
                                 5  11    .7347069E-02             .6851375E+00
                                 5  12    .4803607E-02             .6728188E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .2881910E-05             .3276374E+00
                                 6   1    .2487508E-03             .9311445E+00
                                 6   2    .1149107E-02             .1475002E+01
                                 6   3    .4905910E-02             .4033929E+00
                                 6   4    .1363840E+00             .1085926E+01
                                 6   5    .4541378E-01             .1555951E+01
                                 6   6    .6366237E+00             .1303797E+01
                                 6   7    .2473098E-01             .2648985E+01
                                 6   8    .8013871E-01             .1174462E+01
                                 6   9    .1874306E-01             .5959613E+00
                                 6  10    .1382131E-01             .6805595E+00
                                 6  11    .1021316E-01             .7116945E+00
                                 6  12    .6861069E-02             .6911646E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .6651398E-07            -.1450807E+01
                                 7   1    .4543853E-04             .6676991E+00
                                 7   2    .7972224E-03             .1099391E+01
                                 7   3    .4780308E-03             .2308584E+01
                                 7   4    .2216468E-01             .7695885E+00
                                 7   5    .1538850E+00             .1167638E+01
                                 7   6    .3036574E-02             .2552959E+01
                                 7   7    .6094945E+00             .1347558E+01
                                 7   8    .6004895E-01             .2293350E+01
                                 7   9    .8373404E-01             .1285679E+01
                                 7  10    .1770726E-01             .6259170E+00
                                 7  11    .1065897E-01             .6071998E+00
                                 7  12    .8865639E-02             .7137215E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .2008765E-07             .3082015E+01
                                 8   1    .5208262E-05             .2519805E+00
                                 8   2    .2538702E-03             .8768060E+00
                                 8   3    .1299408E-02             .1310957E+01
                                 8   4    .2250559E-03            -.1525373E+01
                                 8   5    .5199674E-01             .9380538E+00
                                 8   6    .1324613E+00             .1246342E+01
                                 8   7    .7736804E-02             .4747602E+00
                                 8   8    .5636430E+00             .1390871E+01
                                 8   9    .9891615E-01             .2187237E+01
                                 8  10    .7621916E-01             .1375018E+01
                                 8  11    .2161889E-01             .8046085E+00
                                 8  12    .8025008E-02             .4817671E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .3915095E-07             .1604653E+01
                                 9   1    .2129886E-06            -.1221750E+01
                                 9   2    .5566228E-04             .6405034E+00
                                 9   3    .7275546E-03             .1051526E+01
                                 9   4    .9466869E-03             .1721825E+01
                                 9   5    .5100949E-02             .4501251E+00
                                 9   6    .8258373E-01             .1044632E+01
                                 9   7    .8980979E-01             .1329357E+01
                                 9   8    .3598449E-01             .9242638E+00
                                 9   9    .5339690E+00             .1438133E+01
                                 9  10    .1246010E+00             .2187247E+01
                                 9  11    .4794537E-01             .1403381E+01
                                 9  12    .3213270E-01             .1078800E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .2574076E-07             .1235100E+01
                                10   1    .2557670E-07             .4338459E+01
                                10   2    .8230146E-05             .2741301E+00
                                10   3    .2446247E-03             .8519754E+00
                                10   4    .1173054E-02             .1239365E+01
                                10   5    .7186188E-04             .4737628E+01
                                10   6    .1757134E-01             .7640181E+00
                                10   7    .9763778E-01             .1120508E+01
                                10   8    .4975725E-01             .1421559E+01
                                10   9    .5264918E-01             .9692234E+00
                                10  10    .5543985E+00             .1496957E+01
                                10  11    .1207890E+00             .2264304E+01
                                10  12    .9822860E-02             .1124056E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                11   0    .1242420E-07             .1037404E+01
                                11   1    .8613861E-07             .1836670E+01
                                11   2    .5657400E-06            -.7540716E+00
                                11   3    .5928263E-04             .6283116E+00
                                11   4    .6073092E-03             .1018554E+01
                                11   5    .1055613E-02             .1515973E+01
                                11   6    .6858499E-03            -.3941227E+00
                                11   7    .3350665E-01             .9020113E+00
                                11   8    .9675840E-01             .1180210E+01
                                11   9    .2430080E-01             .1509210E+01
                                11  10    .4012845E-01             .8048360E+00
                                11  11    .6356158E+00             .1562478E+01
                                11  12    .6133267E-01             .2566738E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                12   0    .1846211E-08             .7995189E+00
                                12   1    .3394637E-07             .1134082E+01
                                12   2    .9150639E-07             .2184507E+01
                                12   3    .9463541E-06            -.4573482E+00
                                12   4    .4899227E-04             .6066735E+00
                                12   5    .4200700E-03             .9784248E+00
                                12   6    .9011887E-03             .1371316E+01
                                12   7    .5487121E-05             .1338311E+02
                                12   8    .8601843E-02             .6685562E+00
                                12   9    .4754582E-01             .1017906E+01
                                12  10    .7637479E-01             .1283844E+01
                                12  11    .2684047E-02             .9072623E+00
                                12  12    .1183447E-01             .3611135E+01
1R-CENTROID TABLE 

    .963  .737  .771  .723  .704  .685  .670  .657  .646  .636  .628  .621  .615
   1.153 1.012  .677  .787  .722  .707  .688  .673  .660  .650  .640  .632  .625
    .566 1.189 1.072  .538  .817  .717  .709  .691  .676  .664  .653  .644  .637
   1.676  .748 1.234 1.136  .139  .869  .703  .712  .694  .679  .667  .657  .648
   1.060 2.643  .885 1.294 1.199-2.196  .949  .676  .713  .697  .681  .670  .661
    .758 1.217-1.921  .995 1.381 1.255 4.750 1.056  .633  .708  .704  .685  .673
    .328  .931 1.475  .403 1.086 1.556 1.304 2.649 1.174  .596  .681  .712  .691
  -1.451  .668 1.099 2.309  .770 1.168 2.553 1.348 2.293 1.286  .626  .607  .714
   3.082  .252  .877 1.311-1.525  .938 1.246  .475 1.391 2.187 1.375  .805  .482
   1.605-1.222  .641 1.052 1.722  .450 1.045 1.329  .924 1.438 2.187 1.403 1.079
   1.235 4.338  .274  .852 1.239 4.738  .764 1.121 1.422  .969 1.497 2.264 1.124
   1.037 1.837 -.754  .628 1.019 1.516 -.394  .902 1.180 1.509  .805 1.562 2.567
    .800 1.134 2.185 -.457  .607  .978 1.37113.383  .669 1.018 1.284  .907 3.611
1 FRANCK CONDON FACTOR TABLE  

    8.64E-01 8.71E-02 3.14E-02 1.03E-02 4.01E-03 1.69E-03 7.63E-04 3.67E-04 1.86E-04 9.90E-05 5.49E-05 3.16E-05 1.88E-05
    1.32E-01 6.83E-01 8.66E-02 5.47E-02 2.22E-02 1.04E-02 5.07E-03 2.58E-03 1.36E-03 7.49E-04 4.26E-04 2.50E-04 1.51E-04
    3.64E-03 2.12E-01 5.98E-01 5.55E-02 6.50E-02 2.92E-02 1.59E-02 8.65E-03 4.81E-03 2.74E-03 1.60E-03 9.63E-04 5.93E-04
    2.84E-04 1.69E-02 2.34E-01 5.79E-01 2.25E-02 6.80E-02 3.02E-02 1.86E-02 1.10E-02 6.55E-03 3.96E-03 2.44E-03 1.53E-03
    1.98E-04 2.22E-04 4.68E-02 2.00E-01 6.00E-01 2.54E-03 6.97E-02 2.71E-02 1.86E-02 1.17E-02 7.34E-03 4.64E-03 2.98E-03
    3.31E-05 7.63E-04 1.59E-04 9.23E-02 1.24E-01 6.29E-01 2.99E-03 7.39E-02 2.25E-02 1.67E-02 1.13E-02 7.35E-03 4.80E-03
    2.88E-06 2.49E-04 1.15E-03 4.91E-03 1.36E-01 4.54E-02 6.37E-01 2.47E-02 8.01E-02 1.87E-02 1.38E-02 1.02E-02 6.86E-03
    6.65E-08 4.54E-05 7.97E-04 4.78E-04 2.22E-02 1.54E-01 3.04E-03 6.09E-01 6.00E-02 8.37E-02 1.77E-02 1.07E-02 8.87E-03
    2.01E-08 5.21E-06 2.54E-04 1.30E-03 2.25E-04 5.20E-02 1.32E-01 7.74E-03 5.64E-01 9.89E-02 7.62E-02 2.16E-02 8.03E-03
    3.92E-08 2.13E-07 5.57E-05 7.28E-04 9.47E-04 5.10E-03 8.26E-02 8.98E-02 3.60E-02 5.34E-01 1.25E-01 4.79E-02 3.21E-02
    2.57E-08 2.56E-08 8.23E-06 2.45E-04 1.17E-03 7.19E-05 1.76E-02 9.76E-02 4.98E-02 5.26E-02 5.54E-01 1.21E-01 9.82E-03
    1.24E-08 8.61E-08 5.66E-07 5.93E-05 6.07E-04 1.06E-03 6.86E-04 3.35E-02 9.68E-02 2.43E-02 4.01E-02 6.36E-01 6.13E-02
    1.85E-09 3.39E-08 9.15E-08 9.46E-07 4.90E-05 4.20E-04 9.01E-04 5.49E-06 8.60E-03 4.75E-02 7.64E-02 2.68E-03 1.18E-02
1
 V'=   0 SUM OF FCF'S FOR V''=0, 12 IS  9.9995840E-01
 V'=   1 SUM OF FCF'S FOR V''=0, 12 IS  9.9963440E-01
 V'=   2 SUM OF FCF'S FOR V''=0, 12 IS  9.9851800E-01
 V'=   3 SUM OF FCF'S FOR V''=0, 12 IS  9.9601160E-01
 V'=   4 SUM OF FCF'S FOR V''=0, 12 IS  9.9185040E-01
 V'=   5 SUM OF FCF'S FOR V''=0, 12 IS  9.8617150E-01
 V'=   6 SUM OF FCF'S FOR V''=0, 12 IS  9.7923640E-01
 V'=   7 SUM OF FCF'S FOR V''=0, 12 IS  9.7091640E-01
 V'=   8 SUM OF FCF'S FOR V''=0, 12 IS  9.6240060E-01
 V'=   9 SUM OF FCF'S FOR V''=0, 12 IS  9.5385720E-01
 V'=  10 SUM OF FCF'S FOR V''=0, 12 IS  9.0412370E-01
 V'=  11 SUM OF FCF'S FOR V''=0, 12 IS  8.9405140E-01
 V'=  12 SUM OF FCF'S FOR V''=0, 12 IS  1.4841780E-01
 V""=  0 SUM OF FCF"S FOR V"=0, 12 IS  9.9999990E-01
 V""=  1 SUM OF FCF"S FOR V"=0, 12 IS  9.9999370E-01
 V""=  2 SUM OF FCF"S FOR V"=0, 12 IS  9.9999700E-01
 V""=  3 SUM OF FCF"S FOR V"=0, 12 IS  9.9995860E-01
 V""=  4 SUM OF FCF"S FOR V"=0, 12 IS  9.9974780E-01
 V""=  5 SUM OF FCF"S FOR V"=0, 12 IS  9.9885420E-01
 V""=  6 SUM OF FCF"S FOR V"=0, 12 IS  9.9854020E-01
 V""=  7 SUM OF FCF"S FOR V"=0, 12 IS  9.9416770E-01
 V""=  8 SUM OF FCF"S FOR V"=0, 12 IS  9.5335050E-01
 V""=  9 SUM OF FCF"S FOR V"=0, 12 IS  8.9842350E-01
 V""= 10 SUM OF FCF"S FOR V"=0, 12 IS  9.2796620E-01
 V""= 11 SUM OF FCF"S FOR V"=0, 12 IS  8.6519740E-01
 V""= 12 SUM OF FCF"S FOR V"=0, 12 IS  1.4895130E-01
