


  RMIN =  .400  MAXV   = 10  BE =   14.6030
  RMAX = 3.500  KDMAXV = 10  RE =    1.1145
  DELR =  .005  NEIG   =  0  DE =18000.0000
  ZMU  =  .930


 THE KLEIN DUNHAM POTENTIAL PRODUCED FOR THIS STATE COVERS THE REGION FROM    .640 TO   3.195 ANGSTROMS
 THE TO TAL POTENTIAL FUNCTION I

         RADIUS           ENERGY            RADIUS           ENERGY            RADIUS           ENERGY
         3.4050           29143.020         3.4100           29145.910         3.4150           29148.760
         3.4200           29151.570         3.4250           29154.350         3.4300           29157.090
         3.4350           29159.790         3.4400           29162.460         3.4450           29165.100
1
         3.4500           29167.690         3.4550           29170.260         3.4600           29172.790
         3.4650           29175.280         3.4700           29177.750         3.4750           29180.180
         3.4800           29182.580         3.4850           29184.940         3.4900           29187.280
         3.4950           29189.580         3.5000           29191.860
1V'  B(V)  (CAL)   B(V)  (OBS)    DEVIATION        E(V)ALC)   E(V) (OBS)   DEVIATION        RMIN     RMAX   
   -1  14.4570        14.4570       .0000               .0000         .0000       .0000      1.1201      1.1201
    0  14.1886        14.1900      -.0014           1415.1980     1413.4900      1.7078      1.0191      1.2465
    1  13.6548        13.6560      -.0012           4147.2620     4145.9500      1.3115       .9582      1.3597
    2  13.1207        13.1220      -.0013           6753.4420     6752.3700      1.0718       .9219      1.4507
    3  12.5860        12.5880      -.0020           9233.6990     9232.7500       .9492       .8954      1.5342
    4  12.0494        12.0540      -.0046          11588.1500    11587.0900      1.0645       .8746      1.6149
    5  11.5091        11.5200      -.0109          13817.1300    13815.3900      1.7441       .8576      1.6948
    6  10.9628        10.9860      -.0232          15921.0700    15917.6500      3.4180       .8433      1.7755
    7  10.4089        10.4520      -.0431          17900.3400    17893.8700      6.4668       .8310      1.8581
    8   9.8464         9.9180      -.0716          19755.2000    19744.0500     11.1445       .8203      1.9434
    9   9.2742         9.3840      -.1098          21485.5700    21468.1900     17.3789       .8110      2.0324
   10   8.6832         8.8500      -.1668          23089.6700    23066.2900     23.3789       .8026      2.1262
  NOISE FACTOR HAS MAXIMUM VALUE OF    .32E-09
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 0   0    .1158293E-01             .1335030E+01
                                 0   1    .9720951E-01             .1379084E+01
                                 0   2    .2930556E+00             .1429085E+01
                                 0   3    .3774195E+00             .1492390E+01
                                 0   4    .1934758E+00             .1585688E+01
                                 0   5    .2710681E-01             .1775534E+01
                                 0   6    .3262397E-04             .4810620E+01
                                 0   7    .1034027E-03             .1646922E+01
                                 0   8    .1236362E-04             .1083489E+01
                                 0   9    .4109556E-08             .1657319E+02
                                 0  10    .6331135E-06             .1824518E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .2712218E-01             .1293521E+01
                                 1   1    .1254265E+00             .1328298E+01
                                 1   2    .1263991E+00             .1351722E+01
                                 1   3    .2313682E-04             .5393762E+01
                                 1   4    .2385328E+00             .1538879E+01
                                 1   5    .3790573E+00             .1610555E+01
                                 1   6    .1021789E+00             .1779803E+01
                                 1   7    .7380590E-03             .3096331E+01
                                 1   8    .4536934E-03             .1592974E+01
                                 1   9    .6178026E-04             .1090226E+01
                                 1  10    .3123536E-07            -.1175111E+02
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .4306819E-01             .1260990E+01
                                 2   1    .1130303E+00             .1293482E+01
                                 2   2    .2883958E-01             .1297448E+01
                                 2   3    .4559382E-01             .1401399E+01
                                 2   4    .7741252E-01             .1373124E+01
                                 2   5    .4596663E-01             .1684903E+01
                                 2   6    .4214450E+00             .1650589E+01
                                 2   7    .2188845E+00             .1797479E+01
                                 2   8    .4577030E-02             .2636832E+01
                                 2   9    .9933461E-03             .1507322E+01
                                 2  10    .1695766E-03             .1114947E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .5816033E-01             .1233530E+01
                                 3   1    .8423615E-01             .1268062E+01
                                 3   2    .6788186E-03             .1159130E+01
                                 3   3    .6261616E-01             .1338112E+01
                                 3   4    .4146444E-02             .1196199E+01
                                 3   5    .8334883E-01             .1431964E+01
                                 3   6    .1147734E-02             .1551372E+00
                                 3   7    .3375452E+00             .1712115E+01
                                 3   8    .3499812E+00             .1828269E+01
                                 3   9    .1645263E-01             .2446468E+01
                                 3  10    .1300159E-02             .1326558E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .7198525E-01             .1209184E+01
                                 4   1    .5265595E-01             .1250562E+01
                                 4   2    .5473372E-02             .1307362E+01
                                 4   3    .4439645E-01             .1302527E+01
                                 4   4    .5550894E-02             .1432195E+01
                                 4   5    .4214913E-01             .1347044E+01
                                 4   6    .2753587E-01             .1532121E+01
                                 4   7    .3915088E-01             .1326228E+01
                                 4   8    .2034248E+00             .1808330E+01
                                 4   9    .4625975E+00             .1872586E+01
                                 4  10    .4354551E-01             .2363758E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .8408408E-01             .1186894E+01
                                 5   1    .2562103E-01             .1243943E+01
                                 5   2    .1818496E-01             .1270034E+01
                                 5   3    .1985347E-01             .1276337E+01
                                 5   4    .2044015E-01             .1341357E+01
                                 5   5    .8938932E-02             .1273536E+01
                                 5   6    .4004004E-01             .1399882E+01
                                 5   7    .4277435E-03             .2662787E+01
                                 5   8    .7663497E-01             .1468634E+01
                                 5   9    .8309130E-01             .1979700E+01
                                 5  10    .5279537E+00             .1931886E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .9316444E-01             .1166150E+01
                                 6   1    .7397761E-02             .1266895E+01
                                 6   2    .2597541E-01             .1254503E+01
                                 6   3    .4310435E-02             .1249382E+01
                                 6   4    .2491705E-01             .1308435E+01
                                 6   5    .2362651E-06            -.1059661E+02
                                 6   6    .2637412E-01             .1341564E+01
                                 6   7    .1395409E-01             .1495186E+01
                                 6   8    .8805639E-02             .1185421E+01
                                 6   9    .8331437E-01             .1590843E+01
                                 6  10    .1246133E-01             .2516472E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .9626634E-01             .1146952E+01
                                 7   1    .1599749E-03             .1762599E+01
                                 7   2    .2475208E-01             .1249739E+01
                                 7   3    .7967089E-07            -.3634081E+01
                                 7   4    .1872794E-01             .1288493E+01
                                 7   5    .3745488E-02             .1381347E+01
                                 7   6    .9884830E-02             .1293740E+01
                                 7   7    .2011954E-01             .1396165E+01
                                 7   8    .4218717E-03             .2268669E+01
                                 7   9    .2720996E-01             .1384554E+01
                                 7  10    .6074878E-01             .1745192E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .8866300E-01             .1129842E+01
                                 8   1    .2491096E-02             .1003909E+01
                                 8   2    .1685597E-01             .1256309E+01
                                 8   3    .1984425E-02             .1285350E+01
                                 8   4    .9454821E-02             .1274343E+01
                                 8   5    .7707923E-02             .1334271E+01
                                 8   6    .1549479E-02             .1206565E+01
                                 8   7    .1510117E-01             .1349136E+01
                                 8   8    .5752217E-02             .1517350E+01
                                 8   9    .3775663E-02             .1139074E+01
                                 8  10    .3753074E-01             .1539469E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .6635065E-01             .1116016E+01
                                 9   1    .7321634E-02             .1065729E+01
                                 9   2    .8075392E-02             .1276196E+01
                                 9   3    .3862839E-02             .1272971E+01
                                 9   4    .3127609E-02             .1262610E+01
                                 9   5    .7080017E-02             .1316304E+01
                                 9   6    .5034365E-06             .6990658E+01
                                 9   7    .7412861E-02             .1316399E+01
                                 9   8    .7325259E-02             .1426784E+01
                                 9   9    .2184386E-06            -.2819690E+02
                                 9  10    .1342920E-01             .1403080E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .4045187E-01             .1106871E+01
                                10   1    .7808936E-02             .1077204E+01
                                10   2    .3144801E-02             .1305261E+01
                                10   3    .3340178E-02             .1270841E+01
                                10   4    .8025995E-03             .1251246E+01
                                10   5    .4360590E-02             .1308109E+01
                                10   6    .2616118E-03             .1502208E+01
                                10   7    .2956634E-02             .1291543E+01
                                10   8    .5097694E-02             .1392297E+01
                                10   9    .4556655E-03             .1832902E+01
                                10  10    .3979007E-02             .1296826E+01
1R-CENTROID TABLE 

   1.335 1.379 1.429 1.492 1.586 1.776 4.811 1.647 1.08316.573 1.825
   1.294 1.328 1.352 5.394 1.539 1.611 1.780 3.096 1.593 1.090******
   1.261 1.293 1.297 1.401 1.373 1.685 1.651 1.797 2.637 1.507 1.115
   1.234 1.268 1.159 1.338 1.196 1.432  .155 1.712 1.828 2.446 1.327
   1.209 1.251 1.307 1.303 1.432 1.347 1.532 1.326 1.808 1.873 2.364
   1.187 1.244 1.270 1.276 1.341 1.274 1.400 2.663 1.469 1.980 1.932
   1.166 1.267 1.255 1.249 1.308****** 1.342 1.495 1.185 1.591 2.516
   1.147 1.763 1.250-3.634 1.288 1.381 1.294 1.396 2.269 1.385 1.745
   1.130 1.004 1.256 1.285 1.274 1.334 1.207 1.349 1.517 1.139 1.539
   1.116 1.066 1.276 1.273 1.263 1.316 6.991 1.316 1.427****** 1.403
   1.107 1.077 1.305 1.271 1.251 1.308 1.502 1.292 1.392 1.833 1.297
1 FRANCK CONDON FACTOR TABLE  

    1.16E-02 9.72E-02 2.93E-01 3.77E-01 1.93E-01 2.71E-02 3.26E-05 1.03E-04 1.24E-05 4.11E-09 6.33E-07
    2.71E-02 1.25E-01 1.26E-01 2.31E-05 2.39E-01 3.79E-01 1.02E-01 7.38E-04 4.54E-04 6.18E-05 3.12E-08
    4.31E-02 1.13E-01 2.88E-02 4.56E-02 7.74E-02 4.60E-02 4.21E-01 2.19E-01 4.58E-03 9.93E-04 1.70E-04
    5.82E-02 8.42E-02 6.79E-04 6.26E-02 4.15E-03 8.33E-02 1.15E-03 3.38E-01 3.50E-01 1.65E-02 1.30E-03
    7.20E-02 5.27E-02 5.47E-03 4.44E-02 5.55E-03 4.21E-02 2.75E-02 3.92E-02 2.03E-01 4.63E-01 4.35E-02
    8.41E-02 2.56E-02 1.82E-02 1.99E-02 2.04E-02 8.94E-03 4.00E-02 4.28E-04 7.66E-02 8.31E-02 5.28E-01
    9.32E-02 7.40E-03 2.60E-02 4.31E-03 2.49E-02 2.36E-07 2.64E-02 1.40E-02 8.81E-03 8.33E-02 1.25E-02
    9.63E-02 1.60E-04 2.48E-02 7.97E-08 1.87E-02 3.75E-03 9.88E-03 2.01E-02 4.22E-04 2.72E-02 6.07E-02
    8.87E-02 2.49E-03 1.69E-02 1.98E-03 9.45E-03 7.71E-03 1.55E-03 1.51E-02 5.75E-03 3.78E-03 3.75E-02
    6.64E-02 7.32E-03 8.08E-03 3.86E-03 3.13E-03 7.08E-03 5.03E-07 7.41E-03 7.33E-03 2.18E-07 1.34E-02
    4.05E-02 7.81E-03 3.14E-03 3.34E-03 8.03E-04 4.36E-03 2.62E-04 2.96E-03 5.10E-03 4.56E-04 3.98E-03
1
 V'=   0 SUM OF FCF'S FOR V''=0, 10 IS  9.9999920E-01
 V'=   1 SUM OF FCF'S FOR V''=0, 10 IS  9.9999360E-01
 V'=   2 SUM OF FCF'S FOR V''=0, 10 IS  9.9998040E-01
 V'=   3 SUM OF FCF'S FOR V''=0, 10 IS  9.9961370E-01
 V'=   4 SUM OF FCF'S FOR V''=0, 10 IS  9.9846550E-01
 V'=   5 SUM OF FCF'S FOR V''=0, 10 IS  9.0527030E-01
 V'=   6 SUM OF FCF'S FOR V''=0, 10 IS  3.0067490E-01
 V'=   7 SUM OF FCF'S FOR V''=0, 10 IS  2.6203690E-01
 V'=   8 SUM OF FCF'S FOR V''=0, 10 IS  1.9086650E-01
 V'=   9 SUM OF FCF'S FOR V''=0, 10 IS  1.2398620E-01
 V'=  10 SUM OF FCF'S FOR V''=0, 10 IS  7.2659580E-02
 V""=  0 SUM OF FCF"S FOR V"=0, 10 IS  6.8089930E-01
 V""=  1 SUM OF FCF"S FOR V"=0, 10 IS  5.2335890E-01
 V""=  2 SUM OF FCF"S FOR V"=0, 10 IS  5.5143510E-01
 V""=  3 SUM OF FCF"S FOR V"=0, 10 IS  5.6340050E-01
 V""=  4 SUM OF FCF"S FOR V"=0, 10 IS  5.9658870E-01
 V""=  5 SUM OF FCF"S FOR V"=0, 10 IS  6.0946180E-01
 V""=  6 SUM OF FCF"S FOR V"=0, 10 IS  6.3045070E-01
 V""=  7 SUM OF FCF"S FOR V"=0, 10 IS  6.5639410E-01
 V""=  8 SUM OF FCF"S FOR V"=0, 10 IS  6.6248680E-01
 V""=  9 SUM OF FCF"S FOR V"=0, 10 IS  6.7795240E-01
 V""= 10 SUM OF FCF"S FOR V"=0, 10 IS  7.0111860E-01
